,lfdnr,A1,A2,A3,A4,OA4_6,A5,OA5_7,A6,A7,A8,A9,A10,A11,OA11,B12,B13_1,B13_2,B13_3,B13_4,B13_5,B13_6,B13_7,B13_8,B13_9,B13_10,B13_11,B13_12,B13_13,B13_14,B14,OB14,B15_1,B15_2,B15_3,B15_4,B15_5,B16_1,B16_2,B16_3,B16_4,B16_5,B16_6,B16_7,B16_8,B17_1,B17_2,B17_3,B17_4,B17_5,B17_6,B17_7,B17_8,B17_9,B17_10,B18,B19_1,B19_2,B19_3,B19_4,B19_5,B19_6,B19_7,B19_8,C20,C21_1,C21_2,C21_3,C21_4,C21_5,C21_6,C21_7,C22_1,C22_2,C22_3,C22_4,C22_5,C22_6,C22_7,C22_8,C22_9,C22_10,C22_11,C22_12,C23_1,C23_2,C23_3,C23_4,C23_5,C23_6,C23_7,C23_8,OC23,C24_1,C24_2,C24_3,C24_4,C24_5,C24_6,C24_7,C24_8,OC24,C25_1,C25_2,C25_3,C25_4,C25_5,C26_1,C26_2,C26_3,C26_4,C26_5,C26_6,C27_1,C27_2,C27_3,C27_4,C28_1,C28_2,C28_3,C28_4,C28_5,C28_6,C28_7,D29_1,D29_2,D29_3,D29_4,D29_5,D30_1,D30_2,D30_3,D30_4,D31_1,D31_2,D31_3,D31_4,D31_5,D31_6,D31_7,Datum,Start,Ende,Int_dauer,intnr,Bula,A2_grup,Bik3,Bik4,Bik7,Bildungsweg,Bildungsweg_Komb,Migrationshintergrund,Engagiert,Digitals,Digitallevel,OB14_grup,OB14_grup_2,IntEff,filter_Engagiert,filter_Rahmen,GewichtBildung,C25_1_rec,C25_2_rec,C25_3_rec,C25_4_rec,C25_5_rec,D30_1rev,D30_3rev,B19_1rec,B19_2rec,B19_3rec,B19_4rec,B19_5rec,B19_6rec,B19_7rec,B19_8rec,C28_1rec,C28_2rec,C28_3rec,C28_4rec,C28_5rec,C28_6rec,C28_7rec,B17_1rec,B17_2rec,B17_3rec,B17_4rec,B17_5rec,B17_6rec,B17_7rec,B17_8rec,B17_9rec,B17_10rec,C22_1rec,C22_2rec,C22_3rec,C22_4rec,C22_5rec,C22_6rec,C22_7rec,C22_8rec,C22_9rec,C22_10rec,C22_11rec,C22_12rec,D29_1rec,D29_2rec,D29_3rec,D29_4rec,D29_5rec,D31_1rec,D31_2rec,D31_3rec,D31_4rec,D31_5rec,D31_6rec,D31_7rec,C27_1rec,C27_2rec,C27_3rec,C27_4rec,C24_1rec,C24_2rec,C24_3rec,C24_4rec,C24_5rec,C24_6rec,C24_7rec,C24_8rec
0,1.0,weiblich,2004.0,Ich gehe zur Schule,Realschulabschluss oder gleichwertiger Abschluss,,,,Mittlere Reife,Mittlere Reife,Trifft nicht zu,Trifft zu,Trifft nicht zu,Deutsch,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft zu,,,,,,,,,,,,,,,,,,,,,,,,,,,Unwichtig,Unwichtig,Unwichtig,Unwichtig,Unwichtig,Unwichtig,Unwichtig,Unwichtig,,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Mehrmals im Monat,Nie,Nie,Nie,Nie,Nie,Nie,Täglich,Nie,Nie,Nie,Nie,Nie,Nie,Nie,,,,,,,,,,,Nie,Nie,Nie,Nie,Nie,,,,,,,Trifft eher zu,Trifft nicht zu,Trifft eher zu,Trifft nicht zu,,,,,,,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft voll zu,Trifft nicht zu,Trifft eher zu,Trifft kaum zu,Trifft nicht zu,Trifft nicht zu,Trifft kaum zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,2019-02-25,15:10:10,15:25:38,00:15:28,21035.0,Brandenburg,14 bis 17 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Mit Migrationshintergrund,Nicht engagiert,Nicht engagiert,Nicht engagiert,,,1.5,Not Selected,,1.0,Nie,Nie,Nie,Nie,Nie,Trifft nicht zu,Trifft kaum zu,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,,,,,,,,,,,,,,,,,,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft nicht/kaum zu,,,,,,,,
1,2.0,männlich,2002.0,Ich gehe zur Schule,Realschulabschluss oder gleichwertiger Abschluss,,,,Mittlere Reife,Mittlere Reife,Trifft zu,Trifft zu,Trifft zu,Deutsch,,Trifft zu,Trifft zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Angabe Stunden pro Woche,10.0,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Trifft zu,Sehr wichtig,Unwichtig,Unwichtig,Unwichtig,Sehr wichtig,Unwichtig,Unwichtig,Unwichtig,Unwichtig,Eher wichtig,Mehrmals in der Woche,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,vollständig,Mehrmals pro Woche,Mehrmals pro Woche,Mehrmals pro Woche,Mehrmals im Monat,Nie,Mehrmals pro Woche,Mehrmals im Monat,Mehrmals im Monat,Mehrmals im Monat,Mehrmals im Monat,Seltener als einmal im Monat,Nie,Nie,Nie,Nie,Seltener als einmal im Monat,Nie,Nie,Seltener als einmal im Monat,,,,,,,,,,Sehr wichtig,Eher unwichtig,Eher unwichtig,Sehr wichtig,Eher unwichtig,Eher unwichtig,Eher unwichtig,Unwichtig,,,,,,,Sehr wichtig,Unwichtig,Unwichtig,Unwichtig,Eher unwichtig,Sehr wichtig,Trifft eher zu,Trifft voll zu,Trifft nicht zu,Trifft nicht zu,Trifft voll zu,Trifft voll zu,Trifft eher zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft kaum zu,Trifft kaum zu,Trifft eher zu,Trifft eher zu,Trifft voll zu,Trifft kaum zu,Trifft eher zu,Trifft kaum zu,Trifft kaum zu,Trifft voll zu,Trifft voll zu,2019-02-25,16:02:39,16:38:45,00:36:06,21035.0,Brandenburg,14 bis 17 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Ohne Migrationshintergrund,Engagiert,Auch digital engagiert,Auch digital engagiert,6-12h,6-11h/Woche,2.5,Not Selected,Selected,1.0,,,,,,Trifft eher zu,Trifft kaum zu,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Eher wichtig/sehr wichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Eher wichtig/sehr wichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Eher wichtig/sehr wichtig,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Eher wichtig/sehr wichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Eher wichtig/sehr wichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig,Unwichtig/eher unwichtig
2,3.0,weiblich,2004.0,Ich gehe zur Schule,Realschulabschluss oder gleichwertiger Abschluss,,,,Mittlere Reife,Mittlere Reife,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Deutsch,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft zu,,,,,,,,,,,,,,,,,,,,,,,,,,,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,,Nie,Mehrmals im Monat,Nie,Nie,Nie,Nie,Nie,Nie,Mehrmals im Monat,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Täglich,Nie,Nie,Nie,Nie,Nie,Nie,Nie,,,,,,,,,,,Nie,Nie,Nie,Nie,Mehrmals im Monat,,,,,,,Trifft voll zu,Trifft kaum zu,Trifft voll zu,Trifft voll zu,,,,,,,,,,Trifft voll zu,,Trifft voll zu,Trifft voll zu,Trifft nicht zu,Trifft voll zu,Trifft nicht zu,,,,,Trifft voll zu,Trifft voll zu,Trifft voll zu,2019-02-27,13:40:38,13:56:58,00:16:20,21035.0,Brandenburg,14 bis 17 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Mit Migrationshintergrund,Nicht engagiert,Nicht engagiert,Nicht engagiert,,,Gering eingeschätzte Selbstwirksamkeit,Not Selected,,1.0,Nie,Nie,Nie,Nie,"Täglich, mehrmals pro Woche bzw. mehrmals im Monat",Trifft nicht zu,Trifft nicht zu,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,,,,,,,,,,,,,,,,,,Seltener als einmal im Monat‎/nie,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,,,Trifft eher/voll zu,,Trifft eher/voll zu,,,,,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft eher/voll zu,,,,,,,,
3,4.0,männlich,2004.0,Ich gehe zur Schule,Realschulabschluss oder gleichwertiger Abschluss,,,,(Fach-)Abitur/(Fach-)Hochschulreife,(Fach-)Abitur/(Fach-)Hochschulreife,Trifft nicht zu,Trifft zu,Trifft zu,Deutsch,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft zu,,,,,,,,,,,,,,,,,,,,,,,,,,,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Täglich,Nie,Nie,Nie,Nie,Nie,Nie,Nie,,,,,,,,,,,Nie,Nie,Nie,Nie,Nie,,,,,,,Trifft kaum zu,Trifft voll zu,Trifft kaum zu,Trifft kaum zu,,,,,,,,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft kaum zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,,Trifft voll zu,Trifft voll zu,Trifft voll zu,2019-02-27,15:28:14,15:54:59,00:26:45,21035.0,Brandenburg,14 bis 17 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Ohne Migrationshintergrund,Nicht engagiert,Nicht engagiert,Nicht engagiert,,,2.5,Not Selected,,1.0,Nie,Nie,Nie,Nie,Nie,Trifft eher zu,Trifft eher zu,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,,,,,,,,,,,,,,,,,,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,,,,,,,,
4,5.0,weiblich,1996.0,Ich bin auf Arbeitssuche/ohne Beschäftigung,,,Realschulabschluss oder gleichwertiger Abschluss,,Hauptschulabschluss,Hauptschulabschluss,Trifft zu,Trifft zu,Trifft zu,Deutsch,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft zu,,,,,,,,,,,,,,,,,,,,,,,,,,,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,,Nie,Seltener als einmal im Monat,Seltener als einmal im Monat,Nie,Nie,Nie,Seltener als einmal im Monat,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Nie,Täglich,Nie,Nie,Täglich,Nie,Nie,Nie,Nie,,,,,,,,,,,Nie,Nie,Nie,Nie,Mehrmals pro Woche,,,,,,,Trifft nicht zu,Trifft kaum zu,Trifft nicht zu,Trifft nicht zu,,,,,,,,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft eher zu,Trifft nicht zu,Trifft kaum zu,Trifft kaum zu,Trifft voll zu,Trifft eher zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,2019-02-27,17:01:54,17:24:38,00:22:44,21035.0,Brandenburg,18 bis 23 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Ohne Migrationshintergrund,Nicht engagiert,Nicht engagiert,Nicht engagiert,,,2.0,Not Selected,,0.9734,Nie,Nie,Nie,Nie,"Täglich, mehrmals pro Woche bzw. mehrmals im Monat",Trifft kaum zu,Trifft eher zu,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,,,,,,,,,,,,,,,,,,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,,,,,,,,
5,6.0,weiblich,1996.0,Ich bin berufstätig (Halb- oder Ganztag),,,Realschulabschluss oder gleichwertiger Abschluss,,Hauptschulabschluss,Hauptschulabschluss,Trifft zu,Trifft zu,Trifft zu,Deutsch,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft zu,,,,,,,,,,,,,,,,,,,,,,,,,,,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,,Nie,Seltener als einmal im Monat,Nie,Nie,Nie,Nie,Nie,Mehrmals im Monat,Mehrmals im Monat,Mehrmals pro Woche,Mehrmals im Monat,Nie,Seltener als einmal im Monat,Nie,Nie,Seltener als einmal im Monat,Seltener als einmal im Monat,Nie,Seltener als einmal im Monat,Täglich,Seltener als einmal im Monat,Mehrmals im Monat,Täglich,Seltener als einmal im Monat,Mehrmals im Monat,Mehrmals im Monat,Nie,,,,,,,,,,,Seltener als einmal im Monat,Nie,Seltener als einmal im Monat,Seltener als einmal im Monat,Täglich,,,,,,,Trifft eher zu,Trifft eher zu,Trifft eher zu,Trifft kaum zu,,,,,,,,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft eher zu,Trifft nicht zu,Trifft eher zu,Trifft nicht zu,Trifft eher zu,Trifft nicht zu,Trifft nicht zu,Trifft kaum zu,Trifft nicht zu,Trifft nicht zu,Trifft kaum zu,Trifft voll zu,2019-03-02,09:52:33,10:18:43,00:26:10,21146.0,Brandenburg,18 bis 23 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Ohne Migrationshintergrund,Nicht engagiert,Nicht engagiert,Nicht engagiert,,,3.5,Not Selected,,0.9734,Seltener als einmal im Monat,Nie,Seltener als einmal im Monat,Seltener als einmal im Monat,"Täglich, mehrmals pro Woche bzw. mehrmals im Monat",Trifft voll zu,Trifft voll zu,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,,,,,,,,,,,,,,,,,,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,,,,,,,,
6,7.0,männlich,1992.0,Ich bin berufstätig (Halb- oder Ganztag),,,Realschulabschluss oder gleichwertiger Abschluss,,Mittlere Reife,(Fach-)Abitur/(Fach-)Hochschulreife,Trifft zu,Trifft zu,Trifft zu,Deutsch,,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft nicht zu,Trifft zu,,,,,,,,,,,,,,,,,,,,,,,,,,,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Sehr wichtig,Eher wichtig,Sehr wichtig,,Mehrmals pro Woche,Seltener als einmal im Monat,Mehrmals pro Woche,Mehrmals pro Woche,Seltener als einmal im Monat,Seltener als einmal im Monat,Mehrmals pro Woche,Mehrmals im Monat,Mehrmals im Monat,Nie,Mehrmals im Monat,Nie,Seltener als einmal im Monat,Nie,Nie,Nie,Seltener als einmal im Monat,Nie,Seltener als einmal im Monat,Täglich,Nie,Mehrmals im Monat,Täglich,Seltener als einmal im Monat,Mehrmals pro Woche,Seltener als einmal im Monat,Nie,,,,,,,,,,,Seltener als einmal im Monat,Nie,Nie,Nie,Mehrmals pro Woche,,,,,,,Trifft eher zu,Trifft voll zu,Trifft nicht zu,Trifft nicht zu,,,,,,,,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft voll zu,Trifft kaum zu,Trifft eher zu,Trifft kaum zu,Trifft voll zu,Trifft nicht zu,Trifft nicht zu,Trifft eher zu,Trifft kaum zu,Trifft eher zu,Trifft kaum zu,Trifft voll zu,2019-03-02,11:19:31,11:58:09,00:38:38,21146.0,Brandenburg,24 bis 28 Jahre,unter 100.00 Einwohner,20.000 bis < 100.000 EW,50.000 bis unter 100.000 Einwohner,RS,Realschule,Ohne Migrationshintergrund,Nicht engagiert,Nicht engagiert,Nicht engagiert,,,3.25,Not Selected,,0.9734,Seltener als einmal im Monat,Nie,Nie,Nie,"Täglich, mehrmals pro Woche bzw. mehrmals im Monat",Trifft eher zu,Trifft eher zu,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,Eher wichtig/sehr wichtig,,,,,,,,,,,,,,,,,,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Seltener als einmal im Monat‎/nie,Mehrmals‎ im Monat‎/pro Woche‎/täglich,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Seltener als einmal im Monat‎/nie,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft eher/voll zu,Trifft nicht/kaum zu,Trifft nicht/kaum zu,,,,,,,,
